language_id,questions,option1,option2,option3,option4,answer
6,Which force is involved when a person does weight lifting in a gym?,Muscular force,Gravitational force,Air resistance force,None of the above,option1
,,,,,,
6,"During dry weather, while combing hair, sometimes we experience hair flying apart. Which force is responsible for this?",Force of gravity,Force of friction,Electrostatic force,Magnetic force,option3
,,,,,,
6,Which of these words describes the force between the north pole of a magnet and the south pole of another magnet?,Attraction,Contraction,Reaction,None of the above,option1
,,,,,,
6,How does friction affect speed?,More friction decreases speed,More friction increases speed,Less friction decreases speed,None of the above,option1
,,,,,,
6,"During dry weather, while combing hair, sometimes we experience hair flying apart. What is the force responsible for this?",Force of gravity,Force of friction,Electrostatic force,Magnetic force,option3
,,,,,,
6,What must an object have in order to be affected by gravity?,Charge,Mass,Magnetism,Orientation,option2
,,,,,,
6,The objects used for cutting should have which of the following conditions?,Cutting surface should have larger area,Cutting surface should have smaller area,Cutting surface should be small in length,Cutting surface should be very large in length,option2
,,,,,,
6,"When you increase your altitude, the air pressure",Increases,Decreases,Stays the same,Can't say,option2
,,,,,,
6,The drag will be maximum in which of the following cases?,Oil,Water,Honey,Milk,option3
,,,,,,
6,Which of the following is a streamlined object?,Boats,Aeroplanes,Ships,All of these,option4
,,,,,,
6,The frictional force on an object in a fluid depends on,Speed of the object with respect to fluid,Shape of the object,Nature of the fluid,All of the above,option4
,,,,,,
6,How is an aeroplane designed to reduce fluid friction?,Powerful engines,Streamlined shape,Use of aviation fuel in it,By reducing the number of passengers in it,option2
,,,,,,
6,"To sharpen the blade of a knife by rubbing it against a surface, which of the following will be most suitable?",Stone,Plastic block,Wooden block,Glass block,option1
,,,,,,
6,Objects balanced on Timmy's head would be an example of which type of friction?,Rolling Friction,Sliding Friction,Fluid Friction,Static Friction,option4
,,,,,,
6,Static friction is greater than,Rolling friction,Sliding friction,Both 'a' and 'b',None of the above,option3
,,,,,,
6,How do you reduce Carrom board friction?,Sprinkling Powder on it,Sprinkling Sand on it,By washing it,By rubbing it with a sandpaper,option1
,,,,,,
6, ______ can be defined as the force resisting the motion of one object over the other.,Gravity,Friction,Atmosphere,Motion,option2
,,,,,,
6,"With _______ in irregularities between the surfaces, the friction is also increased.",Increase,Decrease,Changes,None of the above,option1
,,,,,,
6,'Friction is a necessary evil'. What does this statement mean?,Friction wastes energy and is an evil force,Friction wastes energy which is necessary to save,Friction wastes energy and it is necessary to waste that energy,Friction wastes energy but is also necessary in many aspects,option4
,,,,,,
6,In which of the following cases is the maximum friction observed?,A ball hits another ball rolling across the billiards' table.,A boy dragging a mat on which another boy is seated.,Holding a greasy tumbler.,Playing carrom on a board that was sprinkled with powder.,option2
,,,,,,
6,In which of the following cases is the presence of friction a must?,Riding a bicycle,Operating a machine,Playing outdoor games,All of the above,option4
,,,,,,
6,Why is increasing and decreasing friction said to be an important aspect?,It helps objects to sink.,It reduces damage caused by friction.,It helps in achieving the desired function,Both ‘b’ and ‘c’,option4
,,,,,,
6,"If we apply oil on door hinges, the friction will",Decrease,Increase,Disappear altogether,Will remain unchanged,option1
