language_id,questions,option1,option2,option3,option4,answer
6,Which system of irrigation is used to supply water drop by drop near the roots of plants?,Pulley system,Drip system,Lever system,Sprinkler system,option2
,,,,,,
6,Which of these are the advantages of crop rotation?,It prevents the depletion of selective nutrients,It prevents the building up of diseases and pests of a particular crop,It enhances the production by increasing the soil fertility,All of the above,option4
,,,,,,
6,What are some advantages of mixed cropping?,The risk of total crop failure due to an uncertain monsoon is reduced,Chances of pest infestation are greatly reduced,Fertility of the soil is improved by growing two crops simultaneously,All of the above,option4
,,,,,,
6,Which of the following sustainable methods help to control weed?,Timely sowing of crops,Intercropping,Crop rotation,All of the above,option4
,,,,,,
6,What is the correct term for rising water vapor meeting colder air and turning back into water droplets?,Dehydration,Evaporation,Condensation,Precipitation,option3
,,,,,,
6,Which of the following statements is NOT a possible result of global warming?,Increased acidic levels in rainfall,Increased occurrence of flooding,The melting of the world's ice cover,None of the above,option1
,,,,,,
6,Which of the following agents is responsible for turning the Taj Mahal yellow?,Sulphur,Chlorine,Sulphur dioxide,Nitrogen dioxide,option3
,,,,,,
6,How wind and water form soil from rocks?,Strong wind erodes the rock and carries sand particles with it,Water wears away hard rocks over periods of time and carries soil particles with it,"Water gets into cracks of rocks, freezes, expands, and breaks the rock",All of the above,option4
,,,,,,
6,Uneven heating of air over the land and water-bodies causes which of the following?,Winds,Rain,Waves,None of the above,option1
,,,,,,
6,What are the results of evaporation of water from water-bodies and subsequent condensation?  ,Rain,Snow,Hail,All of the above,option4
,,,,,,
6,Which conditions need to be satisfied for work to be done?,A force should act on an object,The object must be displaced,Displacement should be in direction of the force,All of the above,option4
,,,,,,
6,A force of 1 N displaces a body by 1 m. Which of the following is correct?,Greater than one joule,Less than one joule,Need more information,None of the above,option4
,,,,,,
6,Which of the following happens when a rocket rises up in the air due to the force generated by the fuel?,Fuel does negative work,Fuel does positive work,Gravity does negative work,Both ‘b’ and ‘c’,option4
,,,,,,
6,A ball is being kicked and another ball is resting on the floor. Which ball will have the capacity to do any work?,Kicked ball,Ball at rest,Both the balls,None of the balls,option1
,,,,,,
6,Which two physical quantities have the same units?,Work and power,Energy and power,Work and energy,Work and force,option3
,,,,,,
6,A mass m is dropped from a certain height with a velocity v. What is the height from which the mass was dropped?,v²/2g,2g/v²,?(v²/2g),?(2g/v²),option1
,,,,,,
6,A ball is thrown vertically upwards. Choose correct statement about kinetic energy of the ball when it reaches the maximum height.,Kinetic energy is doubled,Kinetic energy is zero,No change is Kinetic energy,None of the above,option2
,,,,,,
6,A body falling from some height is stopped somehow just before it hits the ground. What energy does it have at this point of time?,Kinetic energy,Potential energy,Half each of kinetic and potential energy,None of the above,option1
,,,,,,
6,A ball resting at a cliff is kicked off and begins to fall in a valley at the bottom. Which kind of energy conversion takes place?,Mechanical to heat,Sound to mechanical,Potential to kinetic,Kinetic to potential,option3
,,,,,,
6,A lamp consumes 999 J of electrical energy in 9 s. What is its power?,11 W,111 W,1110 W,222 W,option2
,,,,,,
6,"A man of mass 57 kg climbs up a staircase of 80 steps in 16 s. If the height of each step is 15 cm, find his power. (g = 10 m/s2)",427 watt,427.5 watt,532.6 watt,None of above,option2
,,,,,,
6,Body 1 does some work in 10 minutes while body 2 does the same amount of work in 10 seconds. Compare the power of the two bodies.,P1 > P2,P1 < P2,P1 = P2,None of the above,option2
,,,,,,
6,A girl of mass 54 kg climbs a rope 9 m long at constant speed in 18 seconds. What power does she expand during the climb?,468 watts,270 watts,348 watts,180 watts,option2
,,,,,,
6,A motor of 60 kilo-watts runs for 34 hours. How many units of electrical energy are consumed?,2040 kWh,3000 kWh,3 kWh,2.04 kWh,option1
,,,,,,
6,What is the power of a body which does 900 joules of work in 3 minutes?,2 watt,6 watts,5 watts,5 kW,option3
,,,,,,
6,Sound requires a medium for propagation. What does the word medium mean?,Air,Water,Solid surface,Anything other than a vacuum,option4
,,,,,,
6,What property of the medium varies when a sound wave travels through it?,Mass,Density,Volume,Weight,option2
,,,,,,
6,"What is the change in density/pressure of a medium from maximum value to minimum value and again to maximum value, due to the propagation of a longitudinal wave?",One oscillation,Frequency,Amplitude,One wave,option1
,,,,,,
6,Transverse wave carries energy east to west. How do particles move?,East to west only,Both eastward and westward,North to south only,Both northward and southward,option4
,,,,,,
6,Striking a horizontal rod vertically creates what kind of waves in the rod?,Particles vibrate along sound direction,Particles vibrate vertically,Particles move in circles,Particles travel along the rod ,option1
,,,,,,
6,"If wave speed is 340 m/s and frequency is 1700 Hz, what is the wavelength?",2 cm,0.2 cm,20 cm,200 cm,option3
,,,,,,
6,What is the speed of a wave if the wavelength is 100m and the period is 20s?,2 km/s,0.2 m/s,5 m/s,2 m/s,option3
,,,,,,
6,What is the frequency of a wave if the wavelength is 100m and the speed is 200m/s?,0.5Hz,20Hz,5Hz,2Hz,option4
,,,,,,
6,Select the medium in which the sound wave will travel the fastest.,Water at 100oC,Hydrogen gas at 100oC,Iron at 20oC,Iron at 100oC,option4
,,,,,,
6,Select the devices based on multiple reflections of sound.,"Guitar, drum, trumpet","Beaker, test tubes, spatula","Bulb, candle, torch","Stethoscope, Megaphone, Hearing aid",option4
,,,,,,
6,What would happen if the plasma membrane breaks down?,Nothing.,Molecules will move freely in and out.,Molecules will not move freely.,Cells will gain more protection.,option2
,,,,,,
6,The cell wall is composed of cellulose. How does it help plants?,Provides height to plants,Provides green color to plants,Provides ability to make food,Provides structural strength to plants,option4
,,,,,,
6,Which cell organelle/s has/have its own DNA and ribosomes?,Mitochondria,Plastids,Golgi bodies,Both ‘a’ and ‘b’,option4
,,,,,,
6,Which of the following is true of the chromosomes?,Contains genetic information.,No function.,Helps in digestion.,Provides protection to the cell.,option1
,,,,,,
6,How are new cells reproduced?,Only by mitosis,Only by meiosis,By both mitosis and meiosis,By packaging.,option3
,,,,,,
6,"In prokaryotes, the membrane-bound nucleus is replaced by which part?",Mitochondria,Endoplasmic reticulum,Nucleus,Nucleoid,option4
,,,,,,
6,What is the number of chromosomes after meiosis division?,Half the number of chromosomes from the parent cell.,Double the number of chromosomes from the parent cell.,Same number of chromosomes as the parent cell.,One third the number of chromosomes from the parent cell.,option1
,,,,,,
6,Where are the essential proteins and lipids required for cell membranes manufactured?,Lysosome,Chromosomes,Endoplasmic reticulum,Mitochondria,option3
,,,,,,
6,Which of these statements is not true about the endoplasmic reticulum?,It behaves as a transport channel for proteins between the nucleus and cytoplasm.,It transports materials between various regions in the cytoplasm.,It can be the site of energy generation.,It can be the site for some biochemical activities of the cell.,option3
,,,,,,
6,Detoxification of organic compounds like barbiturates and ethanol in the liver is carried out by which cell organelle?,Smooth endoplasmic reticulum,Sarcoplasmic reticulum,Rough endoplasmic reticulum,Nucleus,option1
,,,,,,
6,Membrane of the Golgi apparatus is connected to which other membrane?,Nuclear membrane,ER membrane,Plasma membrane,Cell membrane,option2
,,,,,,
6,Lysosomes are involved in which of the following functions?,Preparation of digestive enzymes,Intracellular digestion,Extracellular digestion,Both intracellular and extracellular digestion,option4
,,,,,,
6,Why are lysosomes considered the “garbage trucks” of a cell?,They transport materials between two cell organelles,They pump materials from outside to the inside of a cell,They remove all unwanted cellular materials,They transport materials from one cell to another,option3
,,,,,,
6,What is the similarity between mitochondria and plastids?,Both have their own DNA and ribosomes,Both are present only in plant cells,Both lack a distinct membrane,Both provide energy to the cell,option3
